date,temp,humidity,precip,windspeed,pressure,temp_mean,day_of_year,sin_doy,cos_doy,temp_ma_7d,temp_ma_30d,precip_ma_7d,humidity_ma_7d
2024-06-06,19.422718306192127,68.34279528088688,6.37754023768531,7.859668577082706,1008.0171171994521,19.422718306192127,158,0.4093559588156213,-0.9123747579707273,18.259212776567278,19.714096784864378,7.459994999144684,63.6574597878505
2024-06-07,17.952382897895657,65.65272356644685,5.81473651158612,5.446502848359382,1009.7568303787752,17.952382897895657,159,0.39359027665646673,-0.9192859697186104,17.464098193867432,19.613276728758816,7.497170447787755,63.69197258143347
2024-06-08,19.03082152637411,64.0929777728045,7.044502092117874,8.056636752260923,1013.0892684184872,19.03082152637411,160,0.3777079652039649,-0.9259247771938498,17.762944941738883,19.548519352328228,6.692063087403683,63.48691500814202
2024-06-09,18.631882516166275,61.830211604063244,5.28836233082295,7.075449422589915,1011.6965113177031,18.631882516166275,161,0.36171373072976765,-0.9322892131745133,18.064692371750965,19.333401889186906,5.97434314796317,63.05277918076667
2024-06-10,15.96724960409407,66.32049397694034,3.5637541350095683,10.511512251147042,1010.3161780933415,15.96724960409407,162,0.3456123126707335,-0.9383773917408641,17.606231800637882,19.15322545606066,5.498133279083601,63.750746314620585
2024-06-11,16.041659663847714,62.988846809474815,9.3409336530612,8.39310955302315,1016.0955336184059,16.041659663847714,163,0.3294084822245304,-0.9441875088341993,17.832944819627976,19.02222944489136,6.224346073328702,63.88802249288834
2024-06-12,13.27367189279395,67.3531497615081,7.668892386870311,8.16456797855085,1016.1964411251961,13.27367189279395,164,0.3131070409358269,-0.9497178427914316,17.188626629623414,18.758196188003055,6.442674478164762,65.22588553887496
2024-06-13,15.039236566440888,72.53496623099562,11.896694370857752,7.274322879120682,1011.6634924357977,15.039236566440888,165,0.29671281927349075,-0.9549667548552551,16.562414952516097,18.481665669508455,7.231125068617969,65.82476710317621
2024-06-14,18.809285054545814,72.25507521228982,3.431419918540195,7.159626365808285,1012.1546461734184,18.809285054545814,166,0.28023067519921585,-0.9599326896597447,16.68482954632326,18.47041551960211,6.890651269611409,66.7679601954395
2024-06-15,13.042050276912223,61.49412518450535,1.9875776997437962,6.464404869791743,1012.8959453378396,13.042050276912223,167,0.26366549272800704,-0.9646141756912435,15.829290796400134,18.171699912343957,6.168233499272254,66.39669553996819
2024-06-16,16.027599366079077,72.94422265424667,2.004937877783627,9.968644796953168,1012.3580334673235,16.027599366079077,168,0.24702218048093552,-0.9690098257244062,15.457250346387676,17.977877388983106,5.699172863123779,67.98441140428011
2024-06-17,15.288295389616879,68.78760884394795,1.6318339353131042,8.764819492368101,1013.4993566246392,15.288295389616879,169,0.23030567023061221,-0.9731183372332619,15.36025688717665,17.835859076810817,5.423184263167141,68.3368563852812
2024-06-18,16.20006350237852,66.58582416882552,12.365900419732682,6.724520031497368,1011.4070091349945,16.20006350237852,170,0.21352091543979612,-0.9769384927771817,15.382886006966766,17.72570715213489,5.855322372691639,68.85071029375987
2024-06-19,13.796754330112915,63.08358810516486,3.087838618080447,10.378033062215103,1017.2615127439695,13.796754330112915,171,0.19667288979357647,-0.980469160361632,15.457612069440902,17.554609401537526,5.200886120007373,68.24077291428226
2024-06-20,13.729404451750959,61.71940079895357,6.414246669159212,6.895553911438057,1014.8987954532665,13.729404451750959,172,0.1797665857255624,-0.9837092937736097,15.270493195913769,17.311019639252446,4.41767930547901,66.69569213827626
2024-06-21,15.104642993233519,57.88988652704379,9.642515603990185,11.591755346191043,1011.1616339285468,15.104642993233519,173,0.16280701293851715,-0.986657932891657,14.741258615726299,17.144653502160722,5.304978689114722,64.64352232609824
2024-06-22,13.751382996903713,67.30391205455341,6.003370369961075,9.31708854534566,1019.0306136162991,13.751382996903713,174,0.1457991969198751,-0.9893142039703663,14.84259186143937,16.878788741945645,5.8786633562886195,65.47349187896225
2024-06-23,14.00102105051874,61.80820746215212,0.8620423159564181,6.538139920116162,1012.9006190813786,14.00102105051874,175,0.12874817745258132,-0.99167731989929,14.553080673502176,16.679418915051443,5.715392561741877,63.882632565805885
2024-06-24,17.77235177373135,62.08023797269974,5.671363854916695,7.967154207854496,1016.5651798203443,17.77235177373135,176,0.11165900712169512,-0.993746580436178,14.907945871232815,16.6437292396673,6.292468264542388,62.92443672705614
2024-06-25,19.065663464418527,61.62595709607284,3.5316816724453335,10.088321754138144,1015.0456744688789,19.065663464418527,177,0.09453674981719912,-0.9955213724144752,15.317317294381388,16.631053095354744,5.03043701492991,62.215884288091466
2024-06-26,17.534068655517064,67.65942032997471,3.9221237276388212,9.181309661384619,1016.3261107417487,17.534068655517064,178,0.07738647923346301,-0.9970011699250151,15.851219340867695,16.554138735200844,5.149620602009677,62.86957460592146
2024-06-27,15.310817297052768,67.94312496642065,8.200024068767462,10.338591180891346,1017.1464769731126,15.310817297052768,179,0.06021327736579302,-0.9981855344718586,16.077135461625097,16.562651022261225,5.40473165909657,63.75867805841675
2024-06-28,14.79686579173276,64.7253498608959,5.440141059299968,10.413017933016715,1010.5491929870383,14.79686579173276,180,0.04302223300453059,-0.99907411510223,16.03316728998213,16.48503005658484,4.8043924384265395,64.73517282039562
